0,1
Datasets\IAM_Sentences\sentences\g06\g06-050n\g06-050n-s01-00.png,In doing
Datasets\IAM_Sentences\sentences\m04\m04-081\m04-081-s01-00.png,Megan Thomas spoke sharply
Datasets\IAM_Sentences\sentences\g06\g06-045i\g06-045i-s00-03.png,being cultivated with extraordinary success in France and
Datasets\IAM_Sentences\sentences\h02\h02-022\h02-022-s00-07.png,grounds for restricting any of them also to supply
Datasets\IAM_Sentences\sentences\h07\h07-040\h07-040-s00-01.png,from the large departmental store to the
Datasets\IAM_Sentences\sentences\m04\m04-222\m04-222-s02-01.png,the minister .
Datasets\IAM_Sentences\sentences\a05\a05-084\a05-084-s01-00.png,The
Datasets\IAM_Sentences\sentences\e06\e06-041\e06-041-s00-00.png,The Bow-wave Theory .
Datasets\IAM_Sentences\sentences\g01\g01-067\g01-067-s01-07.png,different classes of laymen and clerics .
Datasets\IAM_Sentences\sentences\p02\p02-105\p02-105-s00-00.png,As he swung her on to the floor Gay saw Gavin
Datasets\IAM_Sentences\sentences\g07\g07-007b\g07-007b-s01-01.png,to have found everything in uttermost disorder - ' tokens that
Datasets\IAM_Sentences\sentences\p03\p03-087\p03-087-s07-00.png,Because
Datasets\IAM_Sentences\sentences\g04\g04-101\g04-101-s01-03.png,another we do not forget .
Datasets\IAM_Sentences\sentences\j04\j04-061\j04-061-s01-02.png,other end as shown in Figure 1 .
Datasets\IAM_Sentences\sentences\p06\p06-030\p06-030-s06-00.png,At least I know the truth .
Datasets\IAM_Sentences\sentences\a01\a01-058u\a01-058u-s01-02.png,the offer - 357million - was not good enough .
Datasets\IAM_Sentences\sentences\c01\c01-066\c01-066-s00-03.png,who had been close to him .
Datasets\IAM_Sentences\sentences\c03\c03-021e\c03-021e-s02-01.png,and gives her his forlorn gift of com-
Datasets\IAM_Sentences\sentences\a04\a04-069\a04-069-s00-02.png,seriously the danger of the spread of nuclear
Datasets\IAM_Sentences\sentences\a06\a06-020\a06-020-s02-01.png,say that if an official resigns he is not allowed to run again
Datasets\IAM_Sentences\sentences\m03\m03-013\m03-013-s01-00.png,' All those stars .
Datasets\IAM_Sentences\sentences\b05\b05-038\b05-038-s02-01.png,system whereby completely untrained workers
Datasets\IAM_Sentences\sentences\b01\b01-062\b01-062-s03-02.png,"doubtful , or where the total content would be"
Datasets\IAM_Sentences\sentences\g06\g06-011b\g06-011b-s00-00.png,By the end of the month he still delighted
Datasets\IAM_Sentences\sentences\r06\r06-041\r06-041-s01-03.png,Thirties .
Datasets\IAM_Sentences\sentences\e07\e07-076\e07-076-s01-01.png,"necessarily apply to the larger sizes , as"
Datasets\IAM_Sentences\sentences\m06\m06-098\m06-098-s06-00.png,The long
Datasets\IAM_Sentences\sentences\a03\a03-073\a03-073-s00-01.png,"Streak , Mr. Thorneycroft's task will be"
Datasets\IAM_Sentences\sentences\a04\a04-015\a04-015-s01-01.png,"both economic and political , and revealed once again the"
Datasets\IAM_Sentences\sentences\e01\e01-055\e01-055-s00-03.png,piece covers with a fringing of clumsy bobbles and
Datasets\IAM_Sentences\sentences\a02\a02-004\a02-004-s02-03.png,safeguard their interests
Datasets\IAM_Sentences\sentences\c04\c04-080\c04-080-s05-00.png,The
Datasets\IAM_Sentences\sentences\h07\h07-044a\h07-044a-s01-04.png,"drainage , main roads and other special"
Datasets\IAM_Sentences\sentences\a01\a01-020x\a01-020x-s00-02.png,blown up .
Datasets\IAM_Sentences\sentences\g05\g05-094\g05-094-s00-00.png,The Nazi fortress concept turned out to be nothing
Datasets\IAM_Sentences\sentences\l04\l04-052\l04-052-s02-00.png,Leave it to me . '
Datasets\IAM_Sentences\sentences\n04\n04-202\n04-202-s03-01.png,"Master bloody Munyard . """
Datasets\IAM_Sentences\sentences\j04\j04-094\j04-094-s00-00.png,"If there is sufficient beta activity , the radioche-"
Datasets\IAM_Sentences\sentences\j04\j04-094\j04-094-s01-00.png,The removal of lead
Datasets\IAM_Sentences\sentences\n02\n02-082a\n02-082a-s01-01.png,last impertinent remark .
Datasets\IAM_Sentences\sentences\e04\e04-015\e04-015-s00-02.png,chair .
Datasets\IAM_Sentences\sentences\b04\b04-004\b04-004-s01-02.png,pastime .
Datasets\IAM_Sentences\sentences\b04\b04-000\b04-000-s01-02.png,the murder of Patrice Lumumba .
Datasets\IAM_Sentences\sentences\f07\f07-039b\f07-039b-s00-03.png,"ebriety , or , as Bassius less clearly"
Datasets\IAM_Sentences\sentences\m04\m04-038\m04-038-s02-00.png,"Somewhere ,"
Datasets\IAM_Sentences\sentences\a06\a06-075\a06-075-s03-00.png,Mr. Williams is a close
Datasets\IAM_Sentences\sentences\f07\f07-021b\f07-021b-s01-05.png,"would , because Esau sold his birthright"
Datasets\IAM_Sentences\sentences\k04\k04-068\k04-068-s04-00.png,Her thoughts rushed to Orsini .
Datasets\IAM_Sentences\sentences\g04\g04-104\g04-104-s00-00.png,"In those early years 1914-18 , life was very full"
Datasets\IAM_Sentences\sentences\l01\l01-095\l01-095-s03-04.png,not have to exert herself .
Datasets\IAM_Sentences\sentences\g05\g05-094\g05-094-s02-00.png,And the effect on the German people
Datasets\IAM_Sentences\sentences\a04\a04-054\a04-054-s01-01.png,"the West , somewhere , must have them too ."
Datasets\IAM_Sentences\sentences\f07\f07-002\f07-002-s02-05.png,homely and protecting flame .
Datasets\IAM_Sentences\sentences\p06\p06-058\p06-058-s05-01.png,"where was happiness , or"
Datasets\IAM_Sentences\sentences\l01\l01-173\l01-173-s04-02.png,you stick it out up here and we all get
Datasets\IAM_Sentences\sentences\l01\l01-050\l01-050-s04-00.png,Tong guessed that they did not
Datasets\IAM_Sentences\sentences\a03\a03-011\a03-011-s00-02.png,"the new and independent countries of Africa , that the"
Datasets\IAM_Sentences\sentences\g06\g06-031o\g06-031o-s04-05.png,"solution , which must be had , will"
Datasets\IAM_Sentences\sentences\d01\d01-016\d01-016-s01-00.png,The third article excluded any allegorical interpretation of the Gospel .
Datasets\IAM_Sentences\sentences\e07\e07-101\e07-101-s02-05.png,potted .
Datasets\IAM_Sentences\sentences\g07\g07-044\g07-044-s00-04.png,be settled advantageously in life .
Datasets\IAM_Sentences\sentences\e07\e07-066\e07-066-s00-03.png,mantis as a pest control in the cold
Datasets\IAM_Sentences\sentences\l04\l04-071\l04-071-s04-00.png,On the whole he probably
Datasets\IAM_Sentences\sentences\l03\l03-000\l03-000-s00-01.png,organs in the human body - and
Datasets\IAM_Sentences\sentences\m04\m04-000\m04-000-s04-01.png,to know .
Datasets\IAM_Sentences\sentences\g05\g05-098\g05-098-s00-01.png,""" Werewolves "" that we had contemplated the necessity of very"
Datasets\IAM_Sentences\sentences\g06\g06-047n\g06-047n-s01-01.png,"Neapolitan , Dr Giuseppe Mauro , whom"
Datasets\IAM_Sentences\sentences\p03\p03-080\p03-080-s04-01.png,he now demanded .
Datasets\IAM_Sentences\sentences\n02\n02-009\n02-009-s01-01.png,of fact I 'd asked him last night to deputise
Datasets\IAM_Sentences\sentences\k02\k02-023\k02-023-s00-01.png,much more polite .
Datasets\IAM_Sentences\sentences\n04\n04-015\n04-015-s03-00.png,We can do with the extra money .
Datasets\IAM_Sentences\sentences\a05\a05-017\a05-017-s01-00.png,He is confident the aim can be achieved .
Datasets\IAM_Sentences\sentences\a04\a04-010\a04-010-s00-02.png,House of Commons this afternoon .
Datasets\IAM_Sentences\sentences\g07\g07-044\g07-044-s01-02.png,"the Byron separation a nightmare to her , and she"
Datasets\IAM_Sentences\sentences\c03\c03-096c\c03-096c-s02-01.png,"asking us to believe that , because of their odd"
Datasets\IAM_Sentences\sentences\h07\h07-040\h07-040-s01-01.png,"sites , the corporations' policy has been"
Datasets\IAM_Sentences\sentences\a04\a04-050\a04-050-s02-00.png,"The Labour Party opposed Thor missiles , because ,"
Datasets\IAM_Sentences\sentences\g07\g07-003b\g07-003b-s02-04.png,Italian's expense .
Datasets\IAM_Sentences\sentences\g06\g06-018d\g06-018d-s02-00.png,The journey
Datasets\IAM_Sentences\sentences\d06\d06-030\d06-030-s03-00.png,This is only
Datasets\IAM_Sentences\sentences\g06\g06-042h\g06-042h-s01-01.png,Anglesey believed himself to be on the
Datasets\IAM_Sentences\sentences\c03\c03-016e\c03-016e-s02-03.png,"first time herself it is incoherently ,"
Datasets\IAM_Sentences\sentences\e04\e04-030\e04-030-s02-01.png,are well secured as they will have to withstand
Datasets\IAM_Sentences\sentences\n04\n04-039\n04-039-s01-03.png,another home .
Datasets\IAM_Sentences\sentences\c06\c06-083\c06-083-s01-02.png,Lollobrigida .
Datasets\IAM_Sentences\sentences\c06\c06-076\c06-076-s02-00.png,This
Datasets\IAM_Sentences\sentences\c06\c06-043\c06-043-s01-01.png,heralded by the announcement that
Datasets\IAM_Sentences\sentences\m01\m01-160\m01-160-s00-00.png,After a long wait a bus appeared and they
Datasets\IAM_Sentences\sentences\g06\g06-037m\g06-037m-s02-03.png,effective alleviation of his painful malady .
Datasets\IAM_Sentences\sentences\f04\f04-039\f04-039-s02-02.png,"a dark moustache , and wearing a frockcoat"
Datasets\IAM_Sentences\sentences\f02\f02-017\f02-017-s01-02.png,"company time , half in the man's time ) are"
Datasets\IAM_Sentences\sentences\m06\m06-076\m06-076-s05-01.png,"making his perpetual little gesture of protest ,"
Datasets\IAM_Sentences\sentences\b06\b06-045\b06-045-s00-00.png,For many years my union had to present its views
Datasets\IAM_Sentences\sentences\f02\f02-030\f02-030-s00-01.png,fresher courses at the ages of fifty-five and sixty :
Datasets\IAM_Sentences\sentences\a06\a06-110\a06-110-s02-00.png,""" I agree with the Prime"
Datasets\IAM_Sentences\sentences\k07\k07-176\k07-176-s02-01.png,even if he were impotent I 'd still
Datasets\IAM_Sentences\sentences\r03\r03-115\r03-115-s00-03.png,and too big when not .
Datasets\IAM_Sentences\sentences\c06\c06-138\c06-138-s00-10.png,era .
Datasets\IAM_Sentences\sentences\g06\g06-037h\g06-037h-s02-01.png,chapter in the history of Anglesey's unceasing
Datasets\IAM_Sentences\sentences\g01\g01-070\g01-070-s02-03.png,with hostelries and lodgings .
Datasets\IAM_Sentences\sentences\m01\m01-000\m01-000-s00-02.png,melt away into emptiness .
Datasets\IAM_Sentences\sentences\g06\g06-018p\g06-018p-s02-02.png,temperature is high & I have not yet thought of a
Datasets\IAM_Sentences\sentences\j07\j07-015\j07-015-s02-00.png,This can be
Datasets\IAM_Sentences\sentences\p03\p03-047\p03-047-s08-01.png,"to go into the Load of Trouble . """
Datasets\IAM_Sentences\sentences\m02\m02-075\m02-075-s02-04.png,sentences of his speech :
Datasets\IAM_Sentences\sentences\n06\n06-133\n06-133-s03-00.png,""" Take it easy , mister , "" I sang"
Datasets\IAM_Sentences\sentences\h07\h07-025\h07-025-s00-04.png,and 74 per cent respectively .
Datasets\IAM_Sentences\sentences\k04\k04-119\k04-119-s02-02.png,hands were damp .
Datasets\IAM_Sentences\sentences\h07\h07-060a\h07-060a-s00-01.png,accommodation ( in addition to that included in factory
Datasets\IAM_Sentences\sentences\c02\c02-059\c02-059-s02-01.png,"Antonioni and Wicki films took high honours ,"
Datasets\IAM_Sentences\sentences\g04\g04-077\g04-077-s02-02.png,years a most able and devoted housekeeper whom I had known
Datasets\IAM_Sentences\sentences\d03\d03-112\d03-112-s01-02.png,is derived .
Datasets\IAM_Sentences\sentences\e01\e01-062\e01-062-s00-00.png,"In the home , crochet lace can be used to make"
Datasets\IAM_Sentences\sentences\g01\g01-000\g01-000-s02-05.png,brilliant Channel fight .
Datasets\IAM_Sentences\sentences\p01\p01-147\p01-147-s02-00.png,It was .
Datasets\IAM_Sentences\sentences\j04\j04-076\j04-076-s00-02.png,can be counted through an aluminium absorber
Datasets\IAM_Sentences\sentences\c04\c04-089\c04-089-s00-00.png,"Now along comes his solo disc , featuring two of his own"
Datasets\IAM_Sentences\sentences\g04\g04-081\g04-081-s01-03.png,who was the only other occupant of the house when
Datasets\IAM_Sentences\sentences\k07\k07-176\k07-176-s07-03.png,remembered the clinical weekends
Datasets\IAM_Sentences\sentences\e02\e02-000\e02-000-s02-01.png,"the more elaborate varieties , however , a toe is"
Datasets\IAM_Sentences\sentences\g07\g07-034\g07-034-s00-02.png,convulsed with grief ' .
Datasets\IAM_Sentences\sentences\g06\g06-011o\g06-011o-s03-01.png,out fast ... .
Datasets\IAM_Sentences\sentences\k02\k02-029\k02-029-s00-00.png,"Lee , however , showed not the slightest sign of fatigue ."
Datasets\IAM_Sentences\sentences\n04\n04-209\n04-209-s00-00.png,A light wind wafted the smoke of diesel exhaust in
Datasets\IAM_Sentences\sentences\g01\g01-034\g01-034-s00-05.png,"accounts , and even at times the impeachment of"
Datasets\IAM_Sentences\sentences\c06\c06-083\c06-083-s02-00.png,In the holiday seasonal months before and
Datasets\IAM_Sentences\sentences\e02\e02-000\e02-000-s02-03.png,complicates the operation .
Datasets\IAM_Sentences\sentences\c04\c04-160\c04-160-s00-00.png,The play was no more than a figment of
Datasets\IAM_Sentences\sentences\f04\f04-039\f04-039-s00-03.png,money .
Datasets\IAM_Sentences\sentences\g07\g07-018a\g07-018a-s00-01.png,his copying .
Datasets\IAM_Sentences\sentences\l04\l04-043\l04-043-s01-01.png,"background , no regular money so far as I"
Datasets\IAM_Sentences\sentences\d01\d01-056\d01-056-s02-01.png,"have been used , and ( as shown in Table 1 )"
Datasets\IAM_Sentences\sentences\b04\b04-047\b04-047-s03-01.png,Scot - and so were four of his predecessors this # century .
Datasets\IAM_Sentences\sentences\g05\g05-098\g05-098-s00-00.png,So far had our thinking led us in this matter of the
Datasets\IAM_Sentences\sentences\h06\h06-082\h06-082-s00-00.png,"There is , however , a danger that workers"
Datasets\IAM_Sentences\sentences\g06\g06-031d\g06-031d-s01-00.png,' I tremble !
Datasets\IAM_Sentences\sentences\a05\a05-069\a05-069-s01-00.png,"He began in a low , almost chatty mono-"
Datasets\IAM_Sentences\sentences\l04\l04-087\l04-087-s02-01.png,as he had left it .
Datasets\IAM_Sentences\sentences\f07\f07-036\f07-036-s00-02.png,essences fell upon him ; and one of the
Datasets\IAM_Sentences\sentences\h04\h04-028\h04-028-s01-04.png,gradients being steepest for
Datasets\IAM_Sentences\sentences\f04\f04-046\f04-046-s00-03.png,they had been borrowed by Elizabeth Camp from one
Datasets\IAM_Sentences\sentences\b05\b05-032\b05-032-s03-00.png,"To the British Travel Association , doing their excellent"
Datasets\IAM_Sentences\sentences\e04\e04-119\e04-119-s01-01.png,the rubbing strakes and you are ready to lift the boat off
Datasets\IAM_Sentences\sentences\h07\h07-025\h07-025-s00-01.png,( where the prime need so far has
Datasets\IAM_Sentences\sentences\g06\g06-050m\g06-050m-s02-03.png,"charming character , even-tempered and"
Datasets\IAM_Sentences\sentences\p03\p03-121\p03-121-s06-00.png,You wish you could
Datasets\IAM_Sentences\sentences\a01\a01-053\a01-053-s02-00.png,"He believed he would perform "" outstanding"
Datasets\IAM_Sentences\sentences\g06\g06-047i\g06-047i-s00-01.png,Burdett described to Anglesey a year or two later as
Datasets\IAM_Sentences\sentences\g06\g06-018m\g06-018m-s00-02.png,winter .
Datasets\IAM_Sentences\sentences\m06\m06-083\m06-083-s00-00.png,"' To rule is to serve , woman ."
Datasets\IAM_Sentences\sentences\n06\n06-133\n06-133-s02-00.png,""" If you come any closer , I 'll sure blow"
Datasets\IAM_Sentences\sentences\c01\c01-014\c01-014-s02-00.png,"This is also the chief ,"
Datasets\IAM_Sentences\sentences\c03\c03-016a\c03-016a-s02-03.png,"first time herself it is incoherently , clumsily ,"
Datasets\IAM_Sentences\sentences\a04\a04-103\a04-103-s01-02.png,believes that Britain could be more effective
Datasets\IAM_Sentences\sentences\g06\g06-042j\g06-042j-s00-01.png,"in the 1960s , no cure has been found for"
Datasets\IAM_Sentences\sentences\l01\l01-173\l01-173-s04-00.png,""" Sam , "" Nick said firmly , "" either you and"
Datasets\IAM_Sentences\sentences\a02\a02-024\a02-024-s01-04.png,"Stores , the largest in town ."
Datasets\IAM_Sentences\sentences\g06\g06-011o\g06-011o-s02-00.png,"' The Pearl ' , he wrote , ' is arrived , which is a great"
Datasets\IAM_Sentences\sentences\p02\p02-101\p02-101-s00-00.png,His behaviour was not only boorish and in the worst of
Datasets\IAM_Sentences\sentences\a04\a04-000\a04-000-s00-01.png,on Mr. Harold Macmillan to join the
Datasets\IAM_Sentences\sentences\l04\l04-141\l04-141-s04-00.png,There are a dozen countries
Datasets\IAM_Sentences\sentences\g01\g01-022\g01-022-s00-08.png,DESPISED THEM .
Datasets\IAM_Sentences\sentences\n06\n06-169\n06-169-s00-02.png,"as of now , apart from a few sacks of gold"
Datasets\IAM_Sentences\sentences\k04\k04-093\k04-093-s04-02.png,averted her head to avoid the impertinent glance
Datasets\IAM_Sentences\sentences\h01\h01-027\h01-027-s01-03.png,"had become more important by 1961 , and"
Datasets\IAM_Sentences\sentences\a03\a03-040\a03-040-s00-00.png,All four were Conservative strongholds .
Datasets\IAM_Sentences\sentences\c04\c04-050\c04-050-s00-00.png,Their offering last night differed little
Datasets\IAM_Sentences\sentences\a06\a06-128\a06-128-s01-00.png,"About another 70,000,000 is due"
Datasets\IAM_Sentences\sentences\h07\h07-017\h07-017-s01-03.png,"per firm , and the average for each of the London"
Datasets\IAM_Sentences\sentences\k04\k04-014\k04-014-s01-00.png,This was a slight shock to
Datasets\IAM_Sentences\sentences\a01\a01-020x\a01-020x-s04-00.png,The conference will meet
Datasets\IAM_Sentences\sentences\m04\m04-190\m04-190-s06-01.png,beloved was circling the Poles at three-and-a-
Datasets\IAM_Sentences\sentences\b04\b04-128\b04-128-s04-00.png,Britain's business men are right to back
Datasets\IAM_Sentences\sentences\g06\g06-011i\g06-011i-s05-01.png,man was a priest : here the priest is 1superceded by
Datasets\IAM_Sentences\sentences\n06\n06-082\n06-082-s08-01.png,us to bother with the coach and the folks
Datasets\IAM_Sentences\sentences\m02\m02-106\m02-106-s01-00.png,"So , seeing them revolve in"
